row_id,source_system,reported_by,reported_by_tax_id,reported_by_country,declared_supplier,declared_supplier_tax_id,declared_supplier_country,relationship_type,last_updated,notes
185,portal_v2,"Andean Leather Co, Ltd",DNCWF820JL0Q221BH9,China,MERIDIAN FASTENERS LTD.,,GB,component,25/11/2023,
186,portal_v2,Cornerstnoe Fasteners S.A.,ES20546820H,Spain,Oakridge  Metals  SARL ,FR96492088836,France,materia prima,27/09/2025,
187,portal_v2,Highland Weaving A.Ş.,8152837670,Turkey,Horizon Packaging SA,ES 71747066G,Spain,materia prima,01/10/2022,
188,portal_v2,nordic materials gmbh,DE502141043,Germany,"Atlantic Steel Co., Ltd.",6809149499,VN,raw_material,08/05/2025,
189,portal_v2,VANTAGE ALLOYS SARL,193008687593586,Morocco,Prmeier Solutions Lda.,PT712236852,PT,raw_material,08/08/2025,
190,portal_v2,Gloabl Ceramics Sp. z o.o.,PL5131340444,Poland,Nordic  Ceramics  S.L. ,ES28842673D,España,raw_material,15/03/2022,Contact information outdated
191,portal_v2,Irongate Alloys A.Ş.,6888337780,TR,Silverline Polymers Sp z oo,,Polska,subcontracted_labor,04/02/2025,Confirmación pendiente por parte del proveedor
192,portal_v2,NORTHGATE MACHINERY LTD.,GB144982519,GB,Crestwood  Metals  SARL ,976694569801375,Maroc,RAW_MATERIAL,23/09/2024,"Data provided via phone, not verified"
193,portal_v2,Meridian  Fasteners  Ltd. ,,United Kingdom,Northgate Stele A.Ş.,56180218,TR,materia prima,04/08/2024,Fornecedor homologado em 2023
194,portal_v2,highland plastics s.p.a.,IT24406348066,Italy,Atlantic  Industries  B.V. ,,Netherlands,logistics,15/09/2022,Backup supplier - low volume
195,portal_v2,Vantage Allosy SARL,193008687593586,Maroc,Premier Solutions Lda.,PT712236852,Portugal,packaging,,
196,legacy_manual_import,OAKRIDGE PACKAGING SAS,FR69577944501,FR,Meridian  Yarns  Sp.  z  o.o. ,PL8435722373,PL,finishing,11-23-2022,
197,portal_v1,Vantage Allosy SARL,193008687593586,MA,premier solutions lda.,PT712-236852,PT,materia prima,2025-02-28,Société certifiée ISO 9001
198,portal_v2,northgate textiles s.a.,,España,"Andean  Leather  Co.,  Ltd. ",DNCWF820JL0Q221BH9,China,materia prima,11/09/2022,Contact information outdated
199,portal_v2,Alpine Weaving S.L.,ES88454746C,Espagne,Apex  Industries  A.Ş. ,6656315572,TR,materia prima,18/11/2023,
200,legacy_manual_import,rhine tooling ag,DE535425961,Germany,Alpine Coatings SARL,102439281045618,MA,packaging,02-12-2025,Duplicate of prior quarter submission
201,portal_v2,CORNERSTONE FASTENERS S.A.,ES20546820H,Espagne,Stonebridge  Fasteners  Lda. ,PT485-627467,PT,component,31/05/2025,
202,portal_v2,OAKRIDGE PLASTICS PVT. LTD.,94HXCVS3375A1Z5,IN,Irongate  Electronics  Inc. ,17-8899452,US,finishing,07/03/2022,
203,legacy_manual_import,"Meridian  Foundry  Co.,  Ltd. ",6936664761,VN,Highland  Steel  Sp.  z  o.o. ,PL7859126165,Poland,Raw Material,01-30-2024,
204,portal_v2,Baltic Foundry B.V.,NL127387209B07,Netherlands,Continental Weaving B.V.,NL346920737B67,NL,RAW_MATERIAL,21/10/2023,Pending re-confirmation
205,legacy_manual_import,southbay electronics s.a.,ES78333840D,Espagne,Apex Coatings Lda.,PT541466438,PT,packaging,01-01-2025,Backup supplier - low volume
206,portal_v2,"UNITED ASSEMBLIES CO., LTD.",6926242393,Vietnam,Iberian Dyeworsk Inc.,,United States,packaging,07/11/2022,
207,portal_v1,highland plastics s.p.a.,,Italia,REDSTONE CHEMICALS LDA.,PT253396557,PT,packaging,2024-08-22,
208,legacy_manual_import,Rhine Packaging Lda,PT928840726,Portugal,Summit Materials Inc,91-91-70792,USA,packaging,01-01-2025,
209,legacy_manual_import,Silverline  Leather  S.L. ,,Espagne,Bluewater  Foundry  S.A. ,ES 36831880C,España,raw_material,11-20-2023,Şirket 2021'de denetlendi
210,legacy_manual_import,Baltic Foundry BV,NL127387209B07,Netherlands,atlantic trading b.v.,NL274449316B37,Netherlands,components,09-22-2023,Backup supplier - low volume
211,legacy_manual_import,Highland Plastics S.p.A.,IT24406348066,Italy,atlantic industries b.v.,,NL,dyeing,06-20-2022,
212,portal_v1,APEX CIRCUITS S.P.A.,IT59296256706,Italy,Summit  Industries  SAS ,FR50014475805,France,finishing,2022-08-13,
213,legacy_manual_import,Horizon Alloys SARL,38866192115924,Morocco,OAKRIDGE TEXTILES B.V.,NL 886154196B97,Holland,subcontracted_labor,01-04-2025,
214,portal_v2,Westport  Electronics  SARL ,394225258329500,Maroc,Cornerstone Assemblise S.L.,ES19687479E,Espagne,materia prima,15/10/2022,Backup supplier - low volume
215,legacy_manual_import,PACIFIC MACHINERY LDA.,,PT,SUMMIT METALS GMBH,,Deutschland,subcontracted_labor,11-19-2022,Contact information outdated
216,portal_v1,"SUMMIT MACHINERY CO., LTD.",94 02555543,Vietnam,riverside fasteners s.l.,,España,finishing,,Société certifiée ISO 9001
217,portal_v2,Anatloian Yarns Sp. z o.o.,PL0677017673,Polska,Alpine  Chemicals  SARL ,663846623328168,Morocco,dyeing,06/10/2023,Contact information outdated
218,portal_v1,Oakirdge Packaging SAS,fr69577944501,FR,meridian yarns sp. z o.o.,PL8435722373,Poland,packaging,2023-04-13,
219,portal_v2,Southbay Logistics Srl,IT40684690723,Italia,"GOLDEN PACKAGING CO., LTD.",YMG5T5QGXJM11UYNRE,China,RAW_MATERIAL,05/09/2023,Pending re-confirmation
220,legacy_manual_import,Cornerstnoe Fasteners S.A.,ES20546820H,Spain,Stonebridge  Fasteners  Lda. ,PT485627467,PT,subcontracted_labor,08-31-2025,Fornecedor homologado em 2023
221,portal_v2,Premier Dyeworks A.Ş.,6954004320,Turkey,Crestwodo Chemicals S.p.A.,IT41098499897,Italia,raw material,24/08/2025,
222,portal_v2,Royal  Machinery  Inc. ,,US,Rhine Assemblies Inc,-7759986,US,raw material,31/12/2022,
223,legacy_manual_import,Apex Circuits S..pA.,,Italy,Summit  Industries  SAS ,FR50014475805,France,raw_material,05-06-2025,Confirmación pendiente por parte del proveedor
224,portal_v2,Horizon yDeworks A.Ş.,5797626609,Turkey,Andean Components Lda.,PT761747749,PT,subcontracted_labor,29/08/2024,
225,portal_v2,Southbay  Electronics  SARL ,346652635766034,Maroc,westport electronics sarl,394225258329500,Morocco,component,30/06/2024,
226,legacy_manual_import,Northgate Machinery Ltd,GB144982519,GB,CORNERSTONE ALLOYS B.V.,NL683629854B33,Netherlands,materia prima,04-14-2022,Contrato renovado según acuerdo marco
227,portal_v1,southbay electronics s.a.,ES78333840D,ES,###,,PT,subcontracted_labor,2022-03-24,
228,portal_v2,andean leather pvt. ltd.,02HCGCH6332A1Z5,IN,VANTAGE TEXTILES S.A.,30633873E,España,logistics,19/11/2023,Contact information outdated
229,portal_v2,Highland Plastics SpA,IT24406348066,Italia,Redstone Chemiacls Lda.,PT253396557,Portugal,components,23/01/2022,
230,portal_v1,SILVERLINE CHEMICALS SAS,FR67254489366,France,Oakridge  Group  Sp.  z  o.o. ,,Polska,subcontracted_labor,2022-07-26,
231,legacy_manual_import,Rhine  Tooling  AG ,de535425961,Deutschland,alpine coatings sarl,102439281045618,Morocco,raw material,07-13-2022,
232,portal_v2,"Summit Machinery Co., tLd.",9402555543,VN,RIVERSIDE FASTENERS S.L.,ES59379346C,ES,packaging,,Contact information outdated
233,portal_v2,AlpineP lastics A.Ş.,83495249,Türkiye,Copperfield Dyeworks Pvt Ltd,56IJOUL3230A1Z5,India,raw material,03/09/2023,Backup supplier - low volume
234,portal_v2,Northgate  Circuits  Ltd. ,gb715429489,United Kingdom,Iberian  Plastics  S.L. ,ES85181933E,Espagne,dyeing,27/12/2023,Contact information outdated
235,legacy_manual_import,NotrhGate Textiles S.A.,ES60227680G,ES,"andean leather co., ltd.",DNCWF820JL0Q221BH9,China,packaging,11-18-2023,Duplicate of prior quarter submission
236,portal_v2,Silverline Materials SAS,FR1876960869,FR,COPPERFIELD FIBERS LDA.,PT151483512,Portugal,finishing,11/05/2022,Pending re-confirmation
237,portal_v1,Vantage Circuits SpA,IT53333151593,IT,Millbrook Polymers B.V.,NL353205082B84,NL,RAW_MATERIAL,2023-01-27,Contact information outdated
238,portal_v2,Rhine  Tooling  AG ,DE535425961,DE,"Silverline Leather Co., Ltd.",MGS37PAKGJERBP9846,China,materia prima,21/02/2023,
239,portal_v2,HIGHLAND COMPONENTS SAS,FR34285656538,France,Northgate Assemblies Inc,55-3358029,US,Raw Material,19/10/2023,
240,portal_v1,Northgate Circuist Ltd.,GB715429489,GB,"Oakrideg Polymers Co., Ltd.",,CN,packaging,2022-08-31,Fournisseur validé lors de l'audit 2022
241,legacy_manual_import,oakridge fasteners lda.,PT175750309,Portugal,westport trading a.ş.,9238434939,Turkey,subcontracted_labor,04-14-2024,
242,portal_v2,RHINE PACKAGING LDA.,PT928840726,Portugal,EASTFIELD ALLOYS GMBH,DE413376973,Germany,materia prima,20/07/2023,Confirmación pendiente por parte del proveedor
243,portal_v2,oakridge plastics pvt. ltd.,94HXCVS3375A1Z5,India,Sunrise Plastics SARL,891377623634474,Maroc,subcontracted_labor,21/09/2023,
244,portal_v2,Pacific Machniery Lda.,PT721441525,PT,cornerstone foundry s.r.l.,IT91202848475,IT,RAW_MATERIAL,10/11/2023,
245,portal_v1,irongate alloys a.ş.,6888337780,TR,"ANDEAN STEEL CO., LTD.",CL12TKN77WAW76RRRX,China,packaging,2025-05-29,
246,portal_v2,Rhine Tooling AG,DE535425961,Germany,baltic foundry b.v.,NL127387209B07,Holland,logistics,12/02/2022,Pending re-confirmation
247,portal_v2,WESTPORT ELECTRONICS SARL,394225258329500,Morocco,Copperfield Fasteners GmbH,DE713595939,Germany,Raw Material,15/03/2023,
248,portal_v2,Redstone Chemicals Lda.,PT253396557,PT,Horizon  Alloys  SARL ,381866192115924,Morocco,logistics,23/11/2023,
249,portal_v2,prime packaging sarl,FR39133626704,FR,Sunrise Components Pvt .Ltd.,60OBGEY5507A1Z5,IN,packaging,11/06/2022,
250,portal_v2,Alpine Weaving SL,ES88454746C,España,CORNERSTONE FASTENERS S.A.,es20546820h,España,logistics,11/05/2022,Confirmación pendiente por parte del proveedor
251,portal_v2,Horizon Alloys SARL,381866192115924,MA,LAKESIDE PACKAGING S.L.,61385815B,Espagne,raw material,20/02/2022,segÃºn acuerdo
252,portal_v2,Sunrise Leahter SARL,FR17861973435,FR,Millbrook Solutions Lda,PT399423598,Portugal,component,29/09/2025,
253,portal_v2,nordic materials gmbh,DE502141043,Deutschland,"Royal  Trading  Co.,  Ltd. ",7398432518,Vietnam,raw_material,05/12/2023,Société certifiée ISO 9001
254,legacy_manual_import,Highland Machinery tLd.,,GB,Danube  Plastics  Ltd. ,,UK,subcontracted_labor,01-05-2023,Fournisseur validé lors de l'audit 2022
255,portal_v2,Anatolian  Metals  SARL ,FR62182564559,France,Global Metals Inc.,07-8555313,United States,dyeing,24/05/2024,
256,portal_v2,NorthGate Textiles SA,,España,Andean Leather Pvt Ltd,,IN,RAW_MATERIAL,27/05/2023,
257,portal_v2,apex industries a.ş.,6656315572,TR,andean components b.v.,NL029205177B36,Holland,materia prima,06/10/2024,
258,portal_v2,Highland  Components  SAS ,FR34285656538,France,Continental Packaging SpA,,IT,raw_material,13/04/2024,segÃºn acuerdo
259,portal_v2,Andean Assemblies .Sp.A.,IT38826320735,Italia,Pacific  Machinery  Lda. ,PT316553290,Portugal,dyeing,29/01/2022,ConfirmaciÃ³n pendiente por parte del proveedor
260,portal_v2,OAKRIDGE FASTENERS LDA.,PT175750309,Portugal,westport trading a.ş.,9238434939,TR,raw_material,17/12/2024,
261,portal_v1,Atlantic  Trading  B.V. ,NL274449316B37,Netherlands,EASTFIELD LEATHER SAS,FR18801882497,France,subcontracted_labor,2022-02-16,Fornecedor homologado em 2023
262,portal_v1,rhine tooling ag,,Germany,PACIFIC COATINGS LTD.,GB202514640,United Kingdom,Raw Material,2024-05-25,
263,portal_v2,"UNITED ASSEMBLIES CO., LTD.",6926242393,Vietnam,Iberian Dyeworsk Inc.,,United States,packaging,07/11/2022,
264,portal_v2,NorthGate Textiles S.A.,ES60227680G,Spain,WESTPORT ELECTRONICS SARL,3942252-58329500,Morocco,logistics,24/01/2025,
265,portal_v2,northgate machinery ltd.,,United Kingdom,Premier Dyeworks AŞ,,Turkey,materia prima,21/01/2023,
266,portal_v1,Bluewater  Manufacturing  S.r.l. ,IT 10862914220,IT,"Northgate Polymers Co, Ltd",,CN,component,,Confirmación pendiente por parte del proveedor
267,portal_v2,Alpine Weaving S.L.,ES88454746C,ES,"Pacific Machinery Co., Ltd.",4Z7XKKST8VZHE9JLQ5,CN,finishing,22/03/2023,"Data provided via phone, not verified"
268,portal_v2,HORIZON ALLOYS SARL,381866192115924,Maroc,Lakeside Packaging S.L.,ES61385815B,Espagne,materia prima,09/01/2022,Backup supplier - low volume
269,portal_v2,Danube  Components  Sp.  z  o.o. ,PL8781446242,Poland,Riverside Chemicals SpA,IT17291807684,IT,Raw Material,10/08/2024,Backup supplier - low volume
270,portal_v2,Alpine Weaving S.L.,ES88454746C,España,Batlic Fibers Ltd.,GB655823297,UK,finishing,02/09/2023,"Data provided via phone, not verified"
271,portal_v1,VANTAGE ALLOYS SARL,193008687593586,Maroc,Silverline Materials SAS,FR18769608269,France,raw material,2024-11-09,Contrato renovado según acuerdo marco
272,portal_v2,Nordic Materials GmbH,DE502141043,Deutschland,NORTHGATE TRADING S.A.,ES71132831E,España,component,28/07/2023,
273,portal_v2,westport electronics sarl,394225258329500,MA,Iberian Machniery Ltd.,GB910116526,UK,raw material,30/10/2024,
274,portal_v2,premier dyeworks a.ş.,695400430,Turkey,crestwood chemicals s.p.a.,IT41098499897,Italia,finishing,23/02/2022,Şirket 2021'de denetlendi
275,portal_v1,UNKNOWN,,Morocco,"IBERIAN ASSEMBLIES CO., LTD.",K54AWTVW783SWDM5XV,CN,raw material,2022-02-08,
276,portal_v2,Redstone Chemiacls Lda.,PT253396557,PT,EASTFIELD GROUP GMBH,DE632131355,DE,dyeing,02/12/2023,
277,portal_v2,Pacific Meatls Inc.,11-7347262,US,Meridian Industrie sSAS,,France,raw material,31/12/2022,
278,portal_v1,United Leather Sp z oo,PL0846433592,Polska,Premier Materials Sp .z o.o.,PL5659235740,Polska,component,2025-08-27,Contact information outdated
279,legacy_manual_import,Silverline  Chemicals  SAS ,67254489366,FR,Oakridge Group Sp z oo,PL8531929520,Poland,logistics,11-28-2022,Fornecedor homologado em 2023
280,legacy_manual_import,Eastfield Components SARL,FR58653776073,France,ATLANTIC TEXTILES PVT. LTD.,,IN,RAW_MATERIAL,04-29-2023,Pending re-confirmation
281,portal_v2,Oakridge  Logistics  A.Ş. ,7963609841,Turkey,Meridian Weaving Pvt. Ltd.,06VZKDB3713A1Z5,IN,dyeing,13/08/2022,
282,portal_v2,Alpnie Weaving S.L.,ES88454746C,Espagne,Apex Industries A.Ş.,6656315572,TR,components,02/04/2024,
283,portal_v1,alpine materials ltd.,GB409940422,UK,"Prime  Electronics  Co.,  Ltd. ",VE8QMU72MHTLP9NJ96,China,Raw Material,2024-09-09,
284,legacy_manual_import,Southbay Logistics S.r.l.,IT4068-4690723,IT,Westport  Manufacturing  B.V. ,NL521295413B38,NL,materia prima,07-06-2023,
285,portal_v2,Summit Tooilng S.L.,ES 17820269F,España,IRONGATE CIRCUITS B.V.,NL410656411B65,Holland,Raw Material,,
286,portal_v2,Contienntal Textiles Pvt. Ltd.,29YKHST4465A1Z5,IN,Global Fasteners B.V.,,NL,finishing,14/08/2022,
287,legacy_manual_import,Copperfield Group S.L.,ES02793116B,Espagne,sunrise foundry b.v.,NL757190566B03,Holland,materia prima,11-09-2023,
288,portal_v1,"andean leather co., ltd.",DNCWF820JL0Q221BH9,CN,"Meirdian Foundry Co., Ltd.",6936664761,Vietnam,subcontracted_labor,2022-08-23,
289,portal_v1,Alpine  Coatings  SARL ,102439281045618,Maroc,Anatolian Poylmers Inc.,30-6364630,United States,packaging,2023-06-25,
290,portal_v2,irongate logistics b.v.,,Holland,"Continental  Tooling  Co.,  Ltd. ",EJ377BC7RJZUZ0NFWL,CN,packaging,08/01/2022,
291,portal_v2,OAKRIDGE PLASTICS PVT. LTD.,94HXCVS3375A1Z5,India,IRONGATE ELECTRONICS INC.,17-8899452,US,packaging,09/01/2023,
292,portal_v2,SILVERLINE LEATHER S.L.,ES95639376A,Espagne,Bluewater Foundry S.A.,ES36831880C,España,RAW_MATERIAL,13/02/2023,Duplicate of prior quarter submission
293,portal_v2,Westport Trading AŞ,9238434939,Turkey,Horizon  Machinery  S.p.A. ,IT93706601345,Italy,subcontracted_labor,20/04/2022,
294,legacy_manual_import,Highland Components SAS,FR34285656538,France,Continental Packaging SpA,,Italy,component,05-09-2024,Fornecedor homologado em 2023
295,portal_v2,ANDEAN LEATHER PVT. LTD.,HCGCH6332A1Z5,IN,Baltic Chemicals BV,NL192147365B35,NL,raw_material,02/08/2022,Pending re-confirmation
296,portal_v2,Baltic Foundry BV..,NL127387209B07,NL,Southbay  Electronics  S.A. ,ES78333840D,ES,RAW_MATERIAL,01/08/2024,
297,portal_v2,Oakridge Logistics A.Ş.,7963609841,TR,Apex MachineryG mbH,DE660561327,Deutschland,dyeing,16/08/2025,Société certifiée ISO 9001
298,portal_v2,ATLANTIC LOGISTICS S.R.L.,IT04077145284,Italy,Bluewater Manufacturing S..rl.,IT10862914220,IT,subcontracted_labor,22/05/2023,
299,portal_v2,Atlantic Logistics Srl,IT0407-7145284,Italia,bluewater manufacturing s.r.l.,IT10862914220,Italy,component,19/04/2025,
300,portal_v2,ALPINE MATERIALS LTD.,GB409940422,United Kingdom,"Prime Electronics Co, Ltd",VE8QMU72MHTLP9NJ96,China,component,,
301,legacy_manual_import,"Summit Machinery Co, Ltd",94 02555543,Vietnam,Hihgland Fibers Ltd.,GB289869081,United Kingdom,materia prima,01-08-2024,Fornecedor homologado em 2023
302,portal_v2,BLUEWATER DYEWORKS SAS,FR60253625246,France,Redstone Manufacturing GmbH,DE473445968,Germany,logistics,08/08/2022,Pending re-confirmation
303,portal_v2,Vantage  Alloys  SARL ,193008687593586,MA,Irongate Industries S.r.l.,IT62370499022,Italy,logistics,03/06/2024,
304,legacy_manual_import,Southbay  Electronics  SARL ,346652635766034,Maroc,Westport Electronics SARL,394225258329500,MA,Raw Material,01-11-2025,"Data provided via phone, not verified"
305,portal_v1,NORTHGATE CIRCUITS LTD.,GB715429489,UK,Bluewater  Industries  A.Ş. ,9455686824,TR,subcontracted_labor,2022-07-17,Şirket 2021'de denetlendi
306,portal_v2,"united assemblies co., ltd.",,Vietnam,IBERIAN DYEWORKS INC.,,USA,Raw Material,04/09/2024,
307,portal_v2,"Andean Leather Co., Ltd.",DNCWF820JL0Q221BH9,China,Meridian Fasteners Ltd,GB212776106,United Kingdom,subcontracted_labor,23/12/2022,Pending re-confirmation
308,legacy_manual_import,Horizon Manufactuirng AG,DE431839337,Germany,United Fuondry Lda.,,PT,raw material,07-06-2025,Contrato renovado según acuerdo marco
309,portal_v2,Summit Trading ASRL,,France,SUNRISE CIRCUITS SAS,FR90916808819,France,raw material,17/07/2025,
310,legacy_manual_import,Northgate Machinery Ltd.,GB144982519,GB,OAKRIDGE ASSEMBLIES INC.,65-4137672,US,dyeing,02-09-2023,
311,portal_v1,Horizon  Dyeworks  A.Ş. ,5797626609,Türkiye,Andean Components Lda.,761747749,Portugal,subcontracted_labor,2022-04-04,
312,portal_v2,Summit Leather BV,NL516371548B32,Netherlands,Vantaeg Circuits S.p.A.,IT53333151593,Italy,raw material,31/07/2022,Fornecedor homologado em 2023
313,portal_v2,Continental Textiles Pvt. Ltd.,,IN,Global Fasteners .BV.,NL794629071B40,Holland,logistics,21/08/2024,Backup supplier - low volume
314,portal_v2,golden tooling sp. z o.o.,PL2144229485,PL,Global Alloys SARL,FR02653954607,France,materia prima,29/10/2023,
315,portal_v2,Andean Leather Pvt Ltd,02HCGCH6332A1Z5,India,horizon dyeworks a.ş.,57 97626609,Türkiye,components,16/02/2022,Duplicate of prior quarter submission
316,portal_v2,PRIME PACKAGING SARL,FR39133626704,FR,Sunrise  Components  Pvt.  Ltd. ,,IN,packaging,28/03/2024,
317,legacy_manual_import,golden tooling sp. z o.o.,PL2144229485,Polska,LAKESIDE ELECTRONICS SARL,FR82775299571,FR,dyeing,05-21-2023,
318,portal_v2,Atlantic Logistics S.r.l.,,IT,Alpine Weaving SL,ES88454746C,Espagne,finishing,18/07/2025,Fornecedor homologado em 2023
319,portal_v2,crestwood metals sarl,976694569801375,Morocco,horizon manufacturing ag,DE431-839337,Germany,logistics,25/04/2024,Pending re-confirmation
320,portal_v1,Northgate Circuits Ltd.,GB715429489,United Kingdom,Stonebridge Yarns Lda.,,Portugal,RAW_MATERIAL,2022-02-22,
321,portal_v2,Global Alloys SARL,FR02653954607,FR,Copperfield Metals A.Ş.,9918536797,Turkey,logistics,20/06/2025,Şirket 2021'de denetlendi
322,legacy_manual_import,"andean leather co., ltd.",CWF820JL0Q221BH9,CN,Horizon Steel Lda,PT702711595,PT,subcontracted_labor,04-05-2025,Backup supplier - low volume
323,portal_v2,rhine packaging lda.,PT928840726,Portugal,Gloabl Ceramics Sp. z o.o.,PL5131340444,Poland,materia prima,24/07/2024,
324,portal_v2,IBERIAN MACHINERY LTD.,GB910116526,United Kingdom,Danube  Components  Sp.  z  o.o. ,PL8781446242,Polska,Raw Material,17/01/2022,
325,portal_v2,Danube Components Sp. z o.o.,PL8781446242,Polska,Stonebridge Tooling SARL,251361799399069,MA,components,03/06/2024,
326,portal_v2,continental group sarl,575538294401555,Morocco,OAKRIDGE PACKAGING SAS,FR69577944501,France,subcontracted_labor,09/01/2024,
327,portal_v2,Atlanti cLogistics S.r.l.,IT04077145284,Italy,irongate alloys a.ş.,6888337780,TR,logistics,30/07/2024,segÃºn acuerdo
328,portal_v2,summit tooling s.l.,ES17820269F,Espagne,irongate circuits b.v.,NL410656411B65,NL,Raw Material,,
329,portal_v2,OAKRIDGE LOGISTICS A.Ş.,7963609841,Türkiye,prime packaging sarl,F39133626704,France,components,20/09/2022,Duplicate of prior quarter submission
